Name RA Dec t0[HJD] tE[days] u0 Ibase Ibase_err
Gaia22akp 11:36:02.4312 -57:42:06.156 None None None 16.60 None
Gaia22aiy 13:54:55.7736 -55:54:57.924 None None None 18.50 None
Gaia22ahy 15:01:00.6576 -54:24:00 None None None 13.85 None
Gaia22aev 16:38:45.7704 -45:43:30.828 None None None 15.83 None
Gaia22aem 16:39:43.8816 -49:21:14.904 None None None 11.65 None
Gaia22adf 15:54:45.0408 -49:38:49.812 None None None 14.57 None
Gaia22aat 08:51:09.888 -46:25:51.6 None None None 18.75 None
Gaia22aas 08:46:11.1192 -47:28:13.584 None None None 13.64 None
Gaia21fpg 07:28:38.1936 -12:54:40.572 None None None 10.82 None
Gaia21fod 07:44:28.008 -07:05:33.144 None None None 15.02 None
Gaia21fkl 07:46:28.3776 -21:52:32.016 None None None 15.76 None
Gaia21fkb 19:58:45.3096 +28:18:10.512 None None None 16.49 None
Gaia21fka 20:01:08.5824 +32:25:46.38 None None None 14.20 None
Gaia21fjx 20:15:15.3624 +22:26:59.856 None None None 18.85 None
Gaia21fir 10:23:36.2928 -59:20:22.848 None None None 13.44 None
Gaia21fib 11:50:41.7192 -62:18:09.792 None None None 13.84 None
Gaia21fhd 13:56:18.2712 -62:53:47.04 None None None 17.70 None
Gaia21fgu 14:13:06.5544 -62:04:34.392 None None None 15.97 None
Gaia21feu 13:25:48.9864 -65:19:30.72 None None None 18.04 None
Gaia21fbu 09:42:22.2672 -54:20:11.004 None None None 16.83 None
Gaia21evb 18:47:23.8416 -05:33:51.804 None None None 17.58 None
Gaia21etv 17:52:32.7792 -22:34:58.548 None None None 18.72 None
Gaia21esa 17:25:10.176 -29:40:02.928 None None None 16.31 None
Gaia21ero 17:44:42.5328 -51:32:00.78 None None None 19.37 None
Gaia21eri 17:33:44.1048 -51:41:53.052 None None None 16.25 None
Gaia21erh 16:47:36.5904 -40:12:18.828 None None None 17.85 None
Gaia21eqi 16:15:40.38 -53:35:26.808 None None None 19.41 None
Gaia21epq 03:23:26.5224 +60:42:42.66 None None None 14.49 None
Gaia21ene 11:33:29.8416 -60:46:22.836 None None None 15.66 None
Gaia21elx 20:00:09.6336 +32:48:52.812 None None None 19.28 None
Gaia21elk 08:02:59.3952 -31:15:11.088 None None None 10.99 None
Gaia21eku 18:18:51.2856 -05:40:54.3 None None None 18.22 None
Gaia21eki 17:00:14.6568 -28:22:39.216 None None None 17.43 None
Gaia21ejy 17:25:09.9528 -29:16:28.56 None None None 19.57 None
Gaia21ejw 18:48:13.3464 -09:08:38.184 None None None 17.76 None
Gaia21ejv 15:18:39.2664 -44:44:45.852 None None None 17.57 None
Gaia21eju 17:35:32.9328 -26:21:49.932 None None None 19.45 None
Gaia21eih 18:05:33.7056 -35:12:02.916 None None None 20.18 None
Gaia21ehy 18:14:25.8384 -36:17:21.768 None None None 15.91 None
Gaia21ehk 14:47:38.0544 -61:36:45.396 None None None 17.67 None
Gaia21efs 20:29:41.8896 +31:17:42.9 None None None 15.76 None
Gaia21edg 19:11:26.3136 +12:32:41.568 None None None 19.62 None
Gaia21ecz 19:13:42.4896 +04:54:55.692 None None None 18.60 None
Gaia21eak 18:19:33.5928 -18:21:59.148 None None None 19.18 None
Gaia21dzt 18:11:37.248 -28:18:58.392 None None None 16.93 None
Gaia21dzs 18:31:47.4168 -32:03:07.02 None None None 17.59 None
Gaia21dyl 17:57:50.124 -33:40:10.56 None None None 16.94 None
Gaia21dwa 17:05:32.3784 -47:17:31.848 None None None 15.05 None
Gaia21dvx 16:29:45.5664 -44:46:36.804 None None None 17.12 None
Gaia21dtx 16:01:54.444 -61:35:10.464 None None None 18.17 None
Gaia21dth 02:39:50.0448 +49:43:02.532 None None None 16.20 None
Gaia21dpb 21:25:29.8896 +46:25:08.832 None None None 19.69 None
Gaia21dls 19:35:01.74 +32:00:57.852 None None None 19.43 None
Gaia21dfe 09:28:27.3552 -53:15:27.54 None None None 13.23 None
Gaia21dfb 09:39:24.996 -56:06:15.84 None None None 16.32 None
Gaia21dce 14:58:57.66 -63:35:33.324 None None None 11.40 None
Gaia21cyc 03:04:31.6872 +57:44:43.08 None None None 10.75 None
Gaia21cwf 14:43:31.284 -61:48:53.784 None None None 18.13 None
Gaia21cvi 02:56:27.3816 +66:49:59.664 None None None 16.19 None
Gaia21cuw 02:31:18.2496 +66:00:25.596 None None None 11.44 None
Gaia21cuj 12:52:46.6152 -63:56:47.148 None None None 19.15 None
Gaia21ctx 12:11:52.1952 -62:23:27.42 None None None 17.75 None
Gaia21csm 22:54:35.2416 +60:55:56.244 None None None 15.53 None
Gaia21cqi 08:08:36.5064 -40:53:23.892 None None None 14.38 None
Gaia21cnn 19:06:34.3008 -10:00:33.048 None None None 19.15 None
Gaia21ckj 18:53:23.016 -01:14:06.468 None None None 18.67 None
Gaia21cki 19:15:51.6576 -07:12:41.688 None None None 17.81 None
Gaia21cjc 19:16:38.7384 +05:19:17.328 None None None 20.49 None
Gaia21chq 19:07:51.9864 +18:37:21.144 None None None 20.08 None
Gaia21cfq 19:49:43.8624 +35:58:53.544 None None None 16.43 None
Gaia21cfp 08:35:17.592 -33:14:38.868 None None None 18.25 None
Gaia21ccw 08:42:41.5272 -57:40:22.296 None None None 16.24 None
Gaia21ccu 09:31:50.8992 -55:17:57.228 None None None 14.31 None
Gaia21ccd 10:10:20.844 -50:06:29.844 None None None 15.54 None
Gaia21cav 22:58:39.468 +60:27:01.404 None None None 16.41 None
Gaia21byp 12:10:05.1816 -61:40:58.872 None None None 11.40 None
Gaia21bxn 01:06:42.792 +61:59:41.928 None None None 12.78 None
Gaia21bwt 14:04:21.4368 -62:53:42.36 None None None 13.48 None
Gaia21bwr 15:32:45.6 -62:05:46.86 None None None 17.80 None
Gaia21bwf 16:59:03.9048 -56:39:32.112 None None None 16.47 None
Gaia21bvi 18:09:01.7664 -38:51:36.18 None None None 19.15 None
Gaia21buq 16:38:17.0448 -47:29:21.516 None None None 17.17 None
Gaia21btu 18:12:10.8408 -21:18:12.672 None None None 18.92 None
Gaia21bta 17:46:04.2336 -23:49:49.116 None None None 19.83 None
Gaia21bsg 17:31:01.4784 -21:24:04.428 None None None 19.53 None
Gaia21bqn 21:24:27.108 +48:42:45.252 None None None 16.30 None
Gaia21bpw 21:48:52.104 +54:38:58.596 None None None 16.14 None
Gaia21bop 12:58:01.512 -57:29:42.072 None None None 18.79 None
Gaia21bon 11:29:25.4904 -67:09:33.156 None None None 17.58 None
Gaia21bol 11:26:21.6912 -69:21:30.708 None None None 18.96 None
Gaia21bnu 01:24:51.1176 +61:31:53.508 None None None 15.82 None
Gaia21bnf 13:53:22.7904 -62:09:33.984 None None None 14.96 None
Gaia21blx 14:53:15.4248 -62:01:30.612 None None None 17.91 None
Gaia21blv 14:59:30.0624 -52:58:57.648 None None None 20.41 None
Gaia21bin 17:26:58.6992 -33:24:28.116 None None None 16.31 None
Gaia21bik 18:00:52.8768 -36:04:11.604 None None None 19.75 None
Gaia21bha 18:45:54.504 -28:57:34.488 None None None 14.39 None
Gaia21bfr 18:46:08.2992 -10:12:26.424 None None None 17.01 None
Gaia21bbi 19:31:02.6064 +19:14:33.144 None None None 19.90 None
Gaia21baj 20:59:37.7448 +49:55:55.416 None None None 18.67 None
Gaia21azb 19:22:33.3504 +06:31:07.896 None None None 18.42 None
Gaia21ayr 17:23:22.1856 -41:36:48.708 None None None 19.95 None
Gaia21ayh 18:46:29.952 -13:03:51.84 None None None 18.64 None
Gaia21axr 17:54:34.8816 -36:12:29.412 None None None 15.94 None
Gaia21axq 18:24:53.3952 -21:34:04.332 None None None 19.78 None
Gaia21axp 14:07:38.8608 -64:38:25.656 None None None 19.30 None
Gaia21axo 09:47:48.6408 -49:23:31.128 None None None 18.51 None
Gaia21axl 17:35:15.8616 -35:45:26.316 None None None 16.56 None
Gaia21axk 18:36:01.6056 -12:02:54.528 None None None 18.51 None
Gaia21axj 18:17:52.668 -20:29:29.58 None None None 17.13 None
Gaia21axh 17:39:56.7432 -32:30:27.36 None None None 15.69 None
Gaia21axg 16:45:20.1912 -45:42:46.224 None None None 16.22 None
Gaia21aws 14:32:38.2392 -55:33:39.96 None None None 19.75 None
Gaia21awq 17:10:31.4592 -34:15:34.092 None None None 16.16 None
Gaia21avw 19:01:59.1696 +03:18:21.6 None None None 16.76 None
Gaia21avq 17:05:35.2656 -32:36:57.348 None None None 18.74 None
Gaia21avf 19:08:19.2 +07:11:31.56 None None None 18.23 None
Gaia21auw 17:29:18.216 -21:52:31.044 None None None 16.47 None
Gaia21auv 04:46:34.5984 +30:36:55.944 None None None 10.38 None
Gaia21asq 19:33:21.9936 +20:26:20.4 None None None 18.26 None
Gaia21aph 19:54:52.884 +30:16:09.876 None None None 15.60 None
Gaia21ahr 11:45:35.6496 -62:26:15.756 None None None 16.38 None
Gaia20fvs 23:11:38.5464 +51:19:42.852 None None None 15.64 None
Gaia20fuu 08:45:47.0448 -44:51:12.312 None None None 17.77 None
Gaia20fut 08:51:30.3624 -44:40:09.912 None None None 13.40 None
Gaia20fup 20:24:52.296 +38:10:08.904 None None None 14.33 None
Gaia20fsn 19:27:38.8728 +26:48:10.512 None None None 19.14 None
Gaia20frx 07:45:20.064 -23:11:10.104 None None None 13.41 None
Gaia20fje 19:09:17.2152 +14:58:09.768 None None None 18.90 None
Gaia20fit 19:03:53.6472 -18:06:04.896 None None None 19.48 None
Gaia20fhb 10:08:22.3992 -54:36:07.596 None None None 16.49 None
Gaia20fcq 13:25:46.5624 -63:29:36.78 None None None 17.33 None
Gaia20erx 18:10:16.212 -23:21:41.112 None None None 18.95 None
Gaia20err 17:55:58.68 -18:11:08.88 None None None 18.11 None
Gaia20eqx 18:00:23.556 -28:22:26.436 None None None 16.87 None
Gaia20eqs 17:55:32.6064 -29:05:42.648 None None None 17.43 None
Gaia20eqm 18:02:21.0144 -31:42:39.204 None None None 15.80 None
Gaia20eqk 17:51:24.3912 -36:49:26.292 None None None 17.86 None
Gaia20eqj 17:35:05.8968 -28:03:28.62 None None None 18.37 None
Gaia20epj 17:27:30.252 -39:35:27.492 None None None 17.93 None
Gaia20eom 17:46:38.244 -52:50:29.004 None None None 18.74 None
Gaia20eoj 16:32:16.3032 -35:44:10.392 None None None 19.92 None
Gaia20eoc 16:48:19.3224 -51:03:39.492 None None None 19.55 None
Gaia20enh 16:23:22.6968 -55:33:13.392 None None None 18.60 None
Gaia20ejb 08:50:07.6488 -48:35:08.916 None None None 15.29 None
Gaia20efl 19:23:26.6184 +08:37:01.668 None None None 14.56 None
Gaia20eer 17:34:57.576 -30:28:18.156 None None None 19.37 None
Gaia20een 17:51:47.628 -19:55:20.892 None None None 18.57 None
Gaia20eei 18:37:18.756 -10:47:12.372 None None None 18.71 None
Gaia20edz 19:05:14.1432 -06:40:07.572 None None None 20.40 None
Gaia20edn 17:44:19.7256 -27:29:17.628 None None None 17.28 None
Gaia20edm 17:46:55.284 -26:56:32.352 None None None 18.28 None
Gaia20edf 17:51:59.6544 -30:28:39.72 None None None 17.71 None
Gaia20ecz 17:58:36.54 -28:11:08.052 None None None 18.93 None
Gaia20ecy 17:53:43.8048 -32:35:21.876 None None None 17.65 None
Gaia20ecw 18:09:31.4184 -35:52:15.636 None None None 19.76 None
Gaia20eby 18:02:01.128 -37:29:37.284 None None None 16.19 None
Gaia20dxg 18:40:49.8336 -10:17:08.268 None None None 17.73 None
Gaia20dwp 18:27:40.6056 -18:02:28.572 None None None 17.59 None
Gaia20dwf 18:26:29.4096 -20:04:52.068 None None None 16.70 None
Gaia20dup 18:05:55.0848 -30:20:12.912 None None None 17.11 None
Gaia20dun 18:04:20.244 -26:31:05.664 None None None 18.23 None
Gaia20dtw 17:45:11.0304 -25:24:28.908 None None None 18.35 None
Gaia20dtj 17:29:47.292 -24:56:50.352 None None None 19.44 None
Gaia20dtg 17:45:32.2128 -35:22:03.72 None None None 19.59 None
Gaia20drf 17:05:08.2416 -44:31:13.476 None None None 17.57 None
Gaia20dpg 16:18:13.5264 -56:18:46.548 None None None 20.15 None
Gaia20dog 14:54:18.1392 -55:57:31.392 None None None 18.63 None
Gaia20dft 16:02:49.224 -51:24:23.256 None None None 16.84 None
Gaia20cyx 20:03:23.1912 +29:58:08.616 None None None 14.33 None
Gaia20cwd 19:26:33.1032 +19:10:43.248 None None None 17.81 None
Gaia20cnw 19:42:26.388 +20:32:37.68 None None None 17.02 None
Gaia20ckx 13:14:11.052 -64:58:56.1 None None None 19.10 None
Gaia20ckk 12:57:48.78 -60:27:53.496 None None None 17.60 None
Gaia20cgb 00:33:19.6176 +64:30:35.712 None None None 14.84 None
Gaia20cga 00:14:50.34 +64:29:34.584 None None None 15.77 None
Gaia20cfq 00:47:54.9 -73:13:12.504 None None None 15.98 None
Gaia20cdp 05:29:08.7408 -67:19:59.592 None None None 17.40 None
Gaia20bwp 18:48:07.44 -06:10:41.124 None None None 16.29 None
Gaia20bvc 18:27:54.588 -16:50:05.748 None None None 18.30 None
Gaia20bti 17:55:13.3776 -34:35:14.856 None None None 17.11 None
Gaia20bth 17:30:28.4568 -27:20:31.272 None None None 19.58 None
Gaia20btg 17:52:05.4144 -36:51:20.88 None None None 17.59 None
Gaia20btb 17:40:37.2624 -33:14:32.784 None None None 19.10 None
Gaia20brz 17:09:44.6328 -33:22:14.556 None None None 17.26 None
Gaia20brh 16:40:25.6728 -54:39:58.248 None None None 19.64 None
Gaia20bqx 16:24:33.6792 -50:11:17.916 None None None 15.52 None
Gaia20bof 12:18:28.3584 -63:29:50.136 None None None 15.75 None
Gaia20bml 21:18:27.9888 +50:52:21.648 None None None 15.77 None
Gaia20blu 17:10:55.4376 -16:24:36.432 None None None 19.70 None
Gaia20blm 18:47:36.3648 +17:08:11.688 None None None 18.62 None
Gaia20bll 07:34:42.5424 -29:10:22.368 None None None 14.00 None
Gaia20bjp 17:23:36.804 -32:32:53.16 None None None 19.63 None
Gaia20bjo 16:43:27.2112 -37:37:36.912 None None None 17.61 None
Gaia20bjn 17:33:29.8824 -28:19:54.876 None None None 18.43 None
Gaia20bjj 18:05:56.9736 -28:09:39.132 None None None 16.45 None
Gaia20bja 18:10:59.8464 -26:00:05.544 None None None 18.85 None
Gaia20biz 18:42:49.9464 -16:24:02.16 None None None 19.17 None
Gaia20biy 17:31:00.5232 -30:11:49.272 None None None 16.89 None
Gaia20biu 17:40:27.6912 -34:58:32.376 None None None 17.53 None
Gaia20bit 16:37:45.4344 -45:52:58.368 None None None 16.16 None
Gaia20bic 18:07:44.6808 -35:26:02.472 None None None 18.42 None
Gaia20bib 17:56:23.34 -37:50:07.296 None None None 18.89 None
Gaia20bhq 17:34:40.476 -48:46:28.128 None None None 18.48 None
Gaia20bhj 18:06:59.1072 -45:01:30.108 None None None 19.15 None
Gaia20bgv 14:40:34.9872 -62:24:10.26 None None None 19.73 None
Gaia20bgu 13:42:14.16 -64:18:56.34 None None None 16.67 None
Gaia20avm 16:45:01.584 -47:33:14.292 None None None 12.33 None
Gaia20avj 17:03:43.7928 -44:12:47.844 None None None 19.35 None
Gaia20avb 16:03:43.128 -34:04:48.468 None None None 16.62 None
Gaia20asm 02:28:46.1472 +60:54:54.18 None None None 15.75 None
Gaia20ahk 19:37:34.2744 +24:17:27.672 None None None 18.61 None
Gaia20agb 07:12:41.2512 -26:30:27.576 None None None 14.27 None
Gaia20aci 12:07:15.4392 -62:23:06.972 None None None 16.31 None
Gaia20ace 12:30:33.7344 -62:18:49.32 None None None 13.74 None
Gaia20abf 14:35:08.1408 -61:30:55.656 None None None 11.75 None
Gaia19flk 22:09:05.6352 +57:44:53.916 None None None 14.55 None
Gaia19fku 09:48:02.1288 -54:45:05.076 None None None 16.14 None
Gaia19fkg 21:06:10.8864 +47:46:02.964 None None None 12.79 None
Gaia19ezg 08:29:50.1288 -37:54:17.028 None None None 16.38 None
Gaia19evd 10:32:32.6424 -63:14:32.82 None None None 18.59 None
Gaia19eua 11:46:40.644 -64:07:07.5 None None None 13.66 None
Gaia19epm 20:19:24.072 +33:00:24.228 None None None 14.12 None
Gaia19epk 18:10:53.964 -25:44:45.888 None None None 16.86 None
Gaia19epj 17:47:19.6896 -30:01:26.904 None None None 16.60 None
Gaia19epd 17:35:36.684 -42:28:54.084 None None None 18.80 None
Gaia19eom 17:53:44.3784 -29:51:11.736 None None None 17.53 None
Gaia19eob 17:27:49.8888 -31:03:07.164 None None None 18.81 None
Gaia19eoa 18:09:17.316 -23:07:51.672 None None None 17.86 None
Gaia19enm 17:48:13.1424 -37:02:00.348 None None None 19.30 None
Gaia19enl 18:15:40.7976 -28:59:14.172 None None None 18.53 None
Gaia19enj 20:12:15.0552 +34:58:12.36 None None None 20.13 None
Gaia19ejl 12:32:58.788 -64:19:31.512 None None None 17.44 None
Gaia19eim 13:23:06.276 -63:24:06.876 None None None 18.55 None
Gaia19eie 05:10:53.7216 -72:41:05.064 None None None 19.15 None
Gaia19eha 15:28:09.4752 -53:57:53.424 None None None 18.99 None
Gaia19egk 17:47:30.0096 -46:12:13.716 None None None 14.72 None
Gaia19ecq 17:30:44.9592 -24:12:35.892 None None None 18.70 None
Gaia19dxg 19:02:11.0016 -02:55:08.94 None None None 19.34 None
Gaia19duw 19:52:47.8656 +42:04:17.292 None None None 18.51 None
Gaia19dur 18:55:29.2152 -10:45:07.308 None None None 20.32 None
Gaia19dtk 18:41:43.0584 -28:29:00.96 None None None 19.06 None
Gaia19drv 17:43:56.5464 -32:52:15.456 None None None 17.15 None
Gaia19dro 16:25:14.4408 -45:05:41.064 None None None 19.40 None
Gaia19drf 18:40:34.3488 -08:50:51.36 None None None 20.04 None
Gaia19dqm 19:22:04.2216 +11:17:35.304 None None None 15.38 None
Gaia19dqf 17:42:44.9376 -19:05:54.312 None None None 18.72 None
Gaia19dak 20:09:27.6384 +29:56:09.168 None None None 18.97 None
Gaia19cyv 21:13:03.1992 +43:20:15.468 None None None 19.38 None
Gaia19cye 20:32:48.5256 +46:01:20.964 None None None 14.80 None
Gaia19cwr 11:04:06.0408 -61:02:28.356 None None None 17.35 None
Gaia19cvu 00:32:20.316 +65:56:39.912 None None None 18.00 None
Gaia19cug 05:40:09.6696 -69:10:12.18 None None None 17.47 None
Gaia19cmd 15:05:45.1392 -57:38:08.988 None None None 20.06 None
Gaia19chi 15:28:08.4816 -67:01:15.312 None None None 17.99 None
Gaia19cct 22:17:54.228 +51:25:22.656 None None None 15.91 None
Gaia19ccn 22:37:37.116 +58:27:58.356 None None None 17.21 None
Gaia19ccl 20:43:15.024 -02:58:17.292 None None None 15.55 None
Gaia19bzf 19:22:39.192 +19:33:01.476 None None None 18.11 None
Gaia19bsy 19:47:37.9584 +14:17:35.52 None None None 14.99 None
Gaia19bjq 03:40:47.4168 +57:57:20.844 None None None 18.50 None
Gaia19bjd 18:27:38.3856 -26:51:10.26 None None None 19.36 None
Gaia19bix 16:44:44.1 -53:04:25.608 None None None 19.52 None
Gaia19bfn 06:54:48.9264 -23:49:13.692 None None None 17.37 None
Gaia19bek 09:18:06.708 -54:26:55.896 None None None 19.49 None
Gaia19bej 09:19:53.976 -54:13:14.052 None None None 19.29 None
Gaia19bcv 23:43:54.5952 +65:33:43.884 None None None 15.71 None
Gaia19bcm 10:27:34.764 -71:42:03.456 None None None 14.30 None
Gaia19baz 15:39:06.5664 -53:17:36.132 None None None 19.71 None
Gaia19bat 15:56:01.2864 -55:17:21.012 None None None 18.61 None
Gaia19ayh 17:30:34.02 -27:29:30.588 None None None 19.89 None
Gaia19asx 19:16:27.468 +26:39:12.78 None None None 18.91 None
Gaia19aqw 12:09:01.3944 -68:02:12.516 None None None 17.22 None
Gaia19aqh 13:38:06.4872 -64:21:22.932 None None None 20.00 None
Gaia19aqb 18:20:21.1128 -10:38:25.728 None None None 18.60 None
Gaia19apx 18:02:08.484 -18:29:05.568 None None None 18.30 None
Gaia19apc 19:23:56.8224 +14:05:16.944 None None None 16.19 None
Gaia19aau 03:10:09.0744 +59:23:45.852 None None None 16.17 None
Gaia18dvi 19:51:31.0944 +28:11:13.128 None None None 16.44 None
Gaia18dml 19:28:34.6032 +23:08:02.076 None None None 18.67 None
Gaia18dmf 19:41:56.2464 +34:24:52.38 None None None 18.69 None
Gaia18dma 19:41:25.8072 +13:52:21.468 None None None 20.22 None
Gaia18dkp 11:55:07.4112 -63:22:57.072 None None None 16.50 None
Gaia18dig 14:02:12.9768 -63:10:47.604 None None None 20.03 None
Gaia18dif 13:10:12.3864 -58:48:14.652 None None None 18.47 None
Gaia18cwv 17:52:47.772 -34:31:21.828 None None None 13.72 None
Gaia18cwu 17:33:30.3912 -29:50:17.88 None None None 16.87 None
Gaia18cta 05:33:05.3184 -69:30:31.104 None None None 16.84 None
Gaia18cny 17:25:55.1232 -18:00:04.932 None None None 20.25 None
Gaia18clv 19:54:18.5832 +10:42:33.228 None None None 20.04 None
Gaia18cjk 18:55:09.132 -06:39:48.708 None None None 16.85 None
Gaia18cea 17:45:26.6064 -35:32:11.904 None None None 19.68 None
Gaia18cdz 17:39:21.5952 -33:21:46.98 None None None 19.84 None
Gaia18cdy 17:25:55.0344 -30:19:38.64 None None None 20.46 None
Gaia18cdt 17:13:39.1728 -30:03:16.92 None None None 19.95 None
Gaia18ccu 17:18:16.7064 -38:28:30.756 None None None 18.03 None
Gaia18cct 04:16:34.7088 +14:54:35.604 None None None 18.92 None
Gaia18bmt 14:16:03.5472 -56:54:48.24 None None None 14.73 None
Gaia18blo 13:11:50.5512 -37:30:49.428 None None None 18.86 None
Gaia18beb 18:39:31.9488 -16:55:55.164 None None None 18.26 None
Gaia18bcb 19:05:20.4672 +08:36:10.152 None None None 18.46 None
Gaia18aje 16:37:35.9496 -45:59:32.532 None None None 20.48 None
Gaia17ddi 19:40:24.0168 +28:06:04.212 None None None 19.18 None
Gaia17cad 17:40:30.7848 -26:45:31.572 None None None 17.03 None
Gaia17cab 17:40:33.8736 -26:59:00.6 None None None 19.16 None
Gaia17bts 01:08:52.716 +73:53:46.5 None None None 17.94 None
Gaia17bej 18:17:01.056 -31:23:00.672 None None None 16.73 None
Gaia17bdk 17:42:32.2704 -34:06:13.464 None None None 18.06 None
Gaia17bbs 18:10:49.2288 -22:36:55.98 None None None 19.04 None
Gaia17ajg 17:57:50.0376 -31:33:18.18 None None None 18.11 None
Gaia17ahl 17:20:12.7176 -43:54:01.944 None None None 19.21 None
Gaia17ahk 17:13:34.8528 -39:00:05.04 None None None 18.29 None
OGLE-2017-BLG-0001 17:54:11.43 -28:59:07.2 2457774.480 57.93 0.581 17.672 17.672
OGLE-2017-BLG-0002 17:52:07.14 -29:02:41.9 2457792.791 12.78 0.290 18.200 18.200
OGLE-2017-BLG-0003 17:53:31.17 -28:41:53.2 2457786.099 10.08 1.151 16.387 16.387
OGLE-2017-BLG-0004 17:52:09.32 -28:21:25.2 2457798.822 22.34 0.347 20.233 20.233
OGLE-2017-BLG-0005 17:54:06.81 -30:10:41.4 2457827.148 60.83 0.017 16.401 16.437
OGLE-2017-BLG-0006 17:54:36.24 -30:07:38.0 2457795.242 17.32 0.091 18.720 20.097
OGLE-2017-BLG-0007 17:51:20.57 -29:57:56.1 2457767.682 25.87 0.740 17.940 17.940
OGLE-2017-BLG-0008 17:52:26.81 -29:41:51.6 2457898.450 125.1 0.907 17.671 17.671
OGLE-2017-BLG-0009 17:51:18.06 -29:36:46.6 2457791.446 40.35 0.802 18.531 18.531
OGLE-2017-BLG-0010 17:53:44.99 -29:23:29.2 2457789.295 4.918 0.460 17.695 17.695
OGLE-2017-BLG-0011 17:53:07.89 -29:16:55.9 2457823.420 26.85 1.125 16.908 16.908
OGLE-2017-BLG-0012 17:51:59.21 -29:22:28.9 2457792.273 15.32 0.048 17.140 19.971
